FID,brand,name,place_id,latitude,longitude,FID_2,State,Parliament,DUN,night,pop_d,family_inc,family_out
341,7-Eleven,7-Eleven,ChIJEQTC1b5u2jER0e-O5GAS9Hg,1.568832,103.8038951,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
342,7-Eleven,7CAF??? by 7-Eleven Austin Heights Johor Bahru Johor (#1046),ChIJQ2tbXq9v2jERVyfBrzU2yW0,1.5616612,103.7787491,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
344,7-Eleven,7CAF??? by 7-Eleven Puteri Wangsa 2 Johor (#2078),ChIJqVw7dydv2jERWobGLskNmYU,1.5906318,103.8068333,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
345,7-Eleven,7CAF??? by 7-Eleven Setia Indah 4 (#3105),ChIJO_HIYgBv2jER1Z9LXzTuXAI,1.5767881,103.7583049,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
347,7-Eleven,7-Eleven,ChIJbfwn_V9u2jERYFxJ9Yd-IVw,1.571438,103.7745832,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
349,7-Eleven,7-Eleven,ChIJ8Wy3sZ1u2jEREUMqxVnW0Zk,1.5542013,103.7907179,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
350,7-Eleven,7-Eleven,ChIJ7_3R5nVv2jERaTq7ViN_TBM,1.5699882,103.7436816,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
352,7-Eleven,7-Eleven,ChIJ4Z-OFUJu2jERXSW0VPSX6Qk,1.5725447,103.7591169,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
356,7-Eleven,7CAF??? by 7-Eleven Taman Desa Tebrau (#1290),ChIJaae05Z5u2jERL79FjSZL9Ow,1.5555036,103.7951889,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
357,7-Eleven,7-Eleven electric chansaw,ChIJtzwBIu9t2jERg2SHoLeLzIY,1.5205126,103.7503663,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
359,7-Eleven,7-Eleven,ChIJJSyuahty2jERMrqWd4249pk,1.5469453,103.7158409,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
364,7-Eleven,7-Eleven,ChIJW1b5mgZy2jERJNu2ixm8jHo,1.5453251,103.7128071,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
365,7-Eleven,7-11 Emas,ChIJ__rsFABv2jERSrO2QxPxvfk,1.5546985,103.7842466,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
367,7-Eleven,7CAF??? by 7-Eleven Setia Tropika 4 (#2603),ChIJN5VTXH9z2jERjsIVtv6HScM,1.5473113,103.7119583,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
368,7-Eleven,7-Eleven,ChIJs6NL2Sts2jERyynJjY8clgs,1.5464189,103.7878558,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
371,7-Eleven,7-Eleven,ChIJz6dpnO9t2jERB6nPWw1hGhU,1.5422874,103.7431428,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
372,7-Eleven,7-Eleven,ChIJvamTfgZu2jERjOKjwycgQVs,1.5571739,103.7378449,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
373,7-Eleven,7-Eleven,ChIJi4NY_HRu2jERTuuuBpA5Oc8,1.5479342,103.7458098,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
375,7-Eleven,7-Eleven,ChIJW_9o_HRu2jERAyPvA1nxsIU,1.5551315,103.7545329,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
377,7-Eleven,7-Eleven,ChIJHyaojtpt2jERwIu3aPzI5FI,1.5451924,103.762589,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
378,7-Eleven,7-Eleven,ChIJmXFcxsJu2jER-7di9TVPXrE,1.579839,103.8001429,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
381,7-Eleven,7-Eleven,ChIJ788CkHFu2jER8-3ZEYQN05k,1.5602908,103.7585678,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
383,7-Eleven,7-Eleven,ChIJw064rUxv2jERp8Y9ouwzDxc,1.5537451,103.7975711,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
384,7-Eleven,7-Eleven,ChIJDXNXcxdv2jERedI6ohCx4tA,1.5879389,103.7585808,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
386,7-Eleven,7-Eleven,ChIJhT0IK5Vv2jERBx_YcGfdCVU,1.5731337,103.7662009,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
396,7-Eleven,7-Eleven,ChIJodUgokZv2jERCbSR_Df5rcg,1.5882637,103.7618485,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
405,7-Eleven,7-Eleven,ChIJi97IZR1y2jER5qHUCnkSWYo,1.5523704,103.7154498,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
406,7-Eleven,7-Eleven,ChIJh1e2URdy2jERY3hHt0KqwDA,1.5429701,103.7110709,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
408,7-Eleven,7 Eleven,ChIJA3kpOQBt2jERXBt58NQOcr8,1.5498877,103.7839004,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
509,MyNews,MyNews DC JB,ChIJJ0b_udNx2jERmmYtcUaMVuo,1.5823947,103.7229211,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
510,MyNews,myNEWS @ Lotus?????? Desa Tebrau (1st Floor),ChIJLQcrvTFt2jERv7E0-cCoRCg,1.5492989,103.7936792,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
511,MyNews,myNEWS (Maru Kafe) @ Toppen Shopping Central (2nd Floor),ChIJhz6plz9v2jERQzoLaz7EDuQ,1.553658,103.798371,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
512,MyNews,myNEWS @ Taman Daya JB,ChIJ7_A89GZv2jERxSZ52Fp0hw4,1.5661735,103.7584605,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
513,MyNews,myNEWS @ AEON Tebrau City (G Floor),ChIJZSpYEeNt2jERM6aNnaDJeBQ,1.549699,103.796804,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
514,MyNews,myNEWS @ Eco Curve JB (G Floor),ChIJ0463lXFx2jER49xAKDvsjxo,1.5771182,103.7242533,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
516,MyNews,myNEWS (Maru Kafe) @ Taman Desa Terbrau JB,ChIJKzE4KUdv2jERz1rUnDGtCGM,1.5554127,103.7899654,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
518,MyNews,myNEWS (Maru Kafe) @ Mount Austin JB,ChIJJzk9ff1t2jERBMu64fGFg7w,1.5463409,103.7880814,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
519,MyNews,myNEWS @ AEON Kempas (G Floor),ChIJUy7buWFv2jERzrLfR5YXTO0,1.5639165,103.7350412,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
520,MyNews,myNEWS (Maru Kafe) @ Taman Eco Casadia JB,ChIJv0i28DJv2jERx5nJYDvm-wg,1.5828397,103.7598062,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
521,MyNews,myNEWS (Maru Kafe) @ Setia Tropika JB,ChIJn953ogRz2jER0Gq8cmXjoRI,1.5469405,103.7163516,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
552,CU,CU Mount Austin Johor Bahru,ChIJM5weVIRv2jERd-Ny87Pz9vM,1.560421,103.7803488,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
553,CU,CU Taman Desa Tebrau,ChIJ9dNHMRVv2jERU-6SL4WgbUo,1.5542055,103.7955743,1,JOHOR,TEBRAU,PUTERI WANGSA,21.7,1712,8235,6071
9,99 Speedmart,99 Speedmart 2545 (JH) 1 Tebrau,ChIJZ_poGTxt2jERkaRnC6tFixY,1.5014017,103.7661519,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
103,99 Speedmart,99 Speedmart 2807 (JH) Taman Sentosa 1,ChIJBSmyk45t2jERxdzdWQ36yM0,1.491283,103.768196,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
108,99 Speedmart,99 Speedmart 2901 (JH) Taman Sentosa 2,ChIJOeLuzsJt2jERwToa3JKaC1s,1.4941632,103.7830739,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
109,99 Speedmart,99 Speedmart 2676 (JH) Taman Pelangi 2,ChIJVYd4TFpt2jERGx3eccNmv0w,1.4826956,103.7755545,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
110,99 Speedmart,99 Speedmart 2296 (JH) Taman Pelangi,ChIJa0Fxkq5t2jERXIxI1xLLI-o,1.4780451,103.7672366,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
229,KK Super Mart,"KK Super Mart Johor, Taman Iskandar ( JIKD)",ChIJmx5qeFZt2jERlkU_bWw3Uww,1.4932377,103.7844501,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
230,KK Super Mart,"KK SUPER MART Johor, Taman Sri Tebrau (JSRT)",ChIJ9X_bcJpt2jER0qpApQ7wOsg,1.4872491,103.768051,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
231,KK Super Mart,"KK SUPER MART Johor, Taman Sentosa(JTS)",ChIJL1WwNwFt2jERiXImO7fgP60,1.4931083,103.768554,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
237,KK Super Mart,"KK Concept Store Johor, Tanjung Puteri (JTJP)",ChIJUSAWyMIT2jERIVUzk358aIw,1.4587112,103.7687401,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
280,Family Mart,FamilyMart Southkey,ChIJST92ovdt2jERXTicTEQMMtQ,1.501839,103.7768069,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
292,Family Mart,FamilyMart Plaza Sentosa,ChIJaRKI9GZt2jERm3O6ZTtbd34,1.492217,103.7683755,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
297,Family Mart,FamilyMart Jalan Serampang,ChIJh5K0I0Vt2jERRebt97mh804,1.4843408,103.7675685,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
387,7-Eleven,7-Eleven,ChIJEXlDEOlt2jERjd5IXGYE0xk,1.4980024,103.7890748,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
399,7-Eleven,7-Eleven,ChIJpYBBnVZt2jER_Xn3AYK-FWA,1.4787306,103.774611,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
414,7-Eleven,7-Eleven,ChIJD8qs-y5t2jER5abwHsu--Jw,1.4838832,103.7671099,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
425,7-Eleven,7-Eleven,ChIJ7Y4AHgBt2jERqJ1gbmqEbK4,1.4809204,103.773375,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
427,7-Eleven,7-Eleven,ChIJSYalWtsS2jERR1npDrsz4T8,1.4634029,103.7645323,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
428,7-Eleven,7-Eleven,ChIJSXdK9lgT2jERf5o3CtauE-k,1.4597849,103.768637,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
429,7-Eleven,7-Eleven,ChIJ7a4uiSNt2jERumfyUn3CTfU,1.4916583,103.7675936,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
452,7-Eleven,7-Eleven,ChIJ4RH2_SJt2jERIEUyzV3hdDQ,1.4936844,103.7661501,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
455,7-Eleven,7-Eleven,ChIJTwl8XS9t2jEReR14-CpXYEk,1.4862176,103.7691562,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
459,7-Eleven,7-Eleven,ChIJBxIE094S2jERvHnjlH1B8sA,1.4629294,103.7718486,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
525,MyNews,MYNEWS SKS RESIDENCES,ChIJvW_v8FkT2jERYh-S4C6YQ2I,1.4707038,103.7630485,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
526,MyNews,myNEWS (Maru Kafe) @ The Mall Mid Valley Southkey (1st Floor),ChIJBfJ2gi5t2jERptyyI0nmWmo,1.497856,103.778424,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
530,MyNews,myNEWS @ Pangsapuri Seri Kencana Setia (G Floor),ChIJezkcEV0T2jERP3EiABUPvRc,1.471088,103.762476,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
531,MyNews,myNEWS @ R&F Mall (G Floor),ChIJF6xmhKUT2jERnIcepqRVrrY,1.4592273,103.7694567,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
555,CU,CU Southkey,ChIJlW_1Hwht2jERlYtfBf0xEP4,1.5013338,103.7774187,2,JOHOR,JOHOR BAHRU,STULANG,101.3,5237,6353,5516
82,99 Speedmart,99 Speedmart 2993 (JH) Taman Kempas,ChIJzRMs83dz2jERaFDuY7RPXZc,1.5364626,103.7102226,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
84,99 Speedmart,99 Speedmart 2602 (JH) Taman Bukit Kempas,ChIJcYvknFtz2jERj7XxBivi5OY,1.5259138,103.6963687,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
85,99 Speedmart,99 Speedmart 3541 (JH) Taman Anggerik,ChIJ-TyLDfNz2jERdyZNNTaW_CU,1.5341195,103.6886935,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
88,99 Speedmart,99 Speedmart 2427 (JH) Taman Bukit Mewah,ChIJY0v3bklz2jERUffJZhcVACE,1.5174938,103.6889222,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
91,99 Speedmart,99 Speedmart 3085 (JH) Taman Damansara Aliff,ChIJSz7KK5Nz2jERN5juECexDEQ,1.511061,103.718204,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
93,99 Speedmart,99 Speedmart 2401 (JH) Taman Seroja,ChIJg-l5m0Bz2jER4VxubzC2rm8,1.5055,103.6995833,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
94,99 Speedmart,99 Speedmart 2544 (JH) Taman Bukit Alif,ChIJs-axBzRz2jER8P_oPL8d8O8,1.5025634,103.7084525,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
95,99 Speedmart,99 Speedmart 2986 (JH) PP Kempas,ChIJHehM3jNz2jERHcBZkmBOBOI,1.5137843,103.7011991,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
225,KK Super Mart,"KK Super Mart Johor , Taman Bukit Alif ( JTBA )",ChIJsVT3-Kxz2jERAXcjgf096eo,1.5037389,103.7082198,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
226,KK Super Mart,"KK Super Mart Johor, Taman Tampoi Indah ( JTTI )",ChIJ9-qP6K1z2jERXRNPq5mAphU,1.5131328,103.6831619,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
291,Family Mart,FamilyMart Paradigm JB,ChIJqSWf7vxz2jERKOttMG3fSPU,1.5155291,103.6855381,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
296,Family Mart,FamilyMart Angsana JB Mall,ChIJv4inUNNz2jER63p5plKbrU0,1.4954277,103.7054151,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
343,7-Eleven,7-Eleven,ChIJEV0vdH5t2jERM08yZHoCysI,1.510479,103.7307282,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
355,7-Eleven,7CAF??? by 7-Eleven Damansara Aliff 2 Johor (#3175),ChIJVfeyit5z2jERuarNe9pqq8o,1.5120146,103.7217552,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
388,7-Eleven,7CAF??? by 7-Eleven Paradigm Mall Johor (#2708),ChIJ45tZ3kZz2jER-MKMRbyQGE8,1.516239,103.6851193,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
397,7-Eleven,"7CAF??? by 7-Eleven Jalan Cengkerik, Johor (#2284)",ChIJ-Shq-uJz2jERQFiYHQWWJmg,1.5133069,103.7008886,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
407,7-Eleven,7-Eleven,ChIJD4kGoEVy2jERUJmzjg_w7xQ,1.5271186,103.6956633,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
410,7-Eleven,7-Eleven,ChIJ-dy-yPVy2jERfP-rulqsEew,1.5136399,103.7010606,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
411,7-Eleven,7 eleven ???????????????????????????,ChIJNX4V4Etz2jERXFVz5Xbz4x4,1.5334001,103.6878622,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
412,7-Eleven,7-Eleven,ChIJE6qMEd5z2jERcFLS1kt5uL8,1.5156318,103.6857437,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
460,7-Eleven,7-Eleven,ChIJwePt1KNz2jERDkylJdUkbIA,1.5099851,103.7187407,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
461,7-Eleven,7-Eleven,ChIJL23VgVZy2jER7JejHV_CjLA,1.5180747,103.6880049,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
523,MyNews,myNEWS @ Paradigm Mall JB (4th Floor),ChIJYeWSCV9z2jERBAvRSrv8Pno,1.5152677,103.6865797,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
535,MyNews,myNEWS @ Plaza Angsana JB,ChIJszUd8L9y2jERLCRpYQlpIHs,1.4949273,103.7057484,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
557,CU,CU Bandar Baru Uda JB,ChIJG3TT1Tlz2jERAHGz9GKH9xw,1.4999093,103.7082988,3,JOHOR,PULAI,KEMPAS,59.1,4862.8,6284,4709
87,99 Speedmart,99 Speedmart 3198 (JH) Taman Impian Emas 3,ChIJl7Ie7dxz2jERZiJ8K-CfWMQ,1.5423005,103.6829399,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
100,99 Speedmart,99 Speedmart 3040 (JH) Taman Impian Emas 2,ChIJazakA4Zx2jERXwxvEkGFPsk,1.5533116,103.6741169,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
131,99 Speedmart,99 Speedmart 3037 (JH) Taman Skudai,ChIJ86aDOkhz2jERkFJaEzdjG2E,1.5331578,103.6631286,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
132,99 Speedmart,99 Speedmart 2309 (JH) Taman Sri Skudai,ChIJ28GtF6Jz2jERs87TE98WgI8,1.5452813,103.6537733,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
133,99 Speedmart,99 Speedmart 2304 (JH) Taman Impian Emas,ChIJTYg9Aetz2jERuw8JoGPKexU,1.5414764,103.6669656,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
134,99 Speedmart,99 Speedmart 3022 (JH) Taman Desa Skudai,ChIJHcVmtkhz2jERQ0Xb9lhPLjA,1.5441572,103.6440963,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
135,99 Speedmart,99 Speedmart 3641 (JH) Taman Seri Orkid 2,ChIJXcSTeQVz2jERiW8qrPmrGV4,1.5088882,103.6407236,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
136,99 Speedmart,99 Speedmart 2820 (JH) Taman Ungku Tun Aminah 5,ChIJyXLxJ4Vz2jERVj8YtMG-Lbw,1.5088674,103.6520124,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
137,99 Speedmart,99 Speedmart 2111 (JH) Taman Ungku Tun Aminah,ChIJOcYPxhFz2jERzaqP4rGnujs,1.512758,103.6558635,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
138,99 Speedmart,99 Speedmart 2302 (JH) Taman Ungku Tun Aminah 3,ChIJo-FZNqpz2jER_gyxgQPw9EY,1.5242715,103.6661855,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
139,99 Speedmart,99 Speedmart 2314 (JH) Taman Ungku Tun Aminah 4,ChIJEyEwMCNz2jERK9PsrXrxgbE,1.5233807,103.6639913,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
140,99 Speedmart,99 Speedmart 3385 (JH) Taman Ungku Tun Aminah 6,ChIJP5-9RIRz2jERLY3AqRCUjdQ,1.5092038,103.6500431,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
141,99 Speedmart,99 Speedmart 2635 (JH) Taman Mutiara Rini 2,ChIJDeI-AEJz2jERiIITRHUEru0,1.5191746,103.6410043,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
143,99 Speedmart,99 Speedmart 2280 (JH) Taman Ungku Tun Aminah 2,ChIJqQBLxP5z2jERuhSp-eGOvyQ,1.5189567,103.659893,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
144,99 Speedmart,99 Speedmart 2318 (JH) Taman Sri Orkid,ChIJk-J8Oh5z2jERe81m6KojB1I,1.5083043,103.6379394,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
149,99 Speedmart,99 Speedmart 2929 (JH) Taman Jaya Mas,ChIJr0usXf5z2jERNO1KV8XyZTE,1.4909357,103.6403106,4,JOHOR,ISKANDAR PUTERI,SKUDAI,52.3,3627.2,6699,5492
