node1,node2,node1_brand,node2_brand,brand_distance
155,169,7-Eleven,CU,1.0
156,523,7-Eleven,7-Eleven,0.5
156,164,7-Eleven,7-Eleven,0.5
156,516,7-Eleven,99 Speedmart,1.0
156,524,7-Eleven,7-Eleven,0.5
156,158,7-Eleven,7-Eleven,0.5
157,352,7-Eleven,KK Super Mart,1.0
157,358,7-Eleven,Family Mart,1.0
157,158,7-Eleven,7-Eleven,0.5
158,163,7-Eleven,7-Eleven,0.5
159,160,7-Eleven,7-Eleven,0.5
159,164,7-Eleven,7-Eleven,0.5
159,165,7-Eleven,MyNews,1.0
159,403,7-Eleven,Family Mart,1.0
159,428,7-Eleven,MyNews,1.0
159,430,7-Eleven,MyNews,1.0
160,168,7-Eleven,MyNews,1.0
160,164,7-Eleven,7-Eleven,0.5
160,383,7-Eleven,99 Speedmart,1.0
160,403,7-Eleven,Family Mart,1.0
161,347,7-Eleven,99 Speedmart,1.0
161,162,7-Eleven,7-Eleven,0.5
162,347,7-Eleven,99 Speedmart,1.0
162,353,7-Eleven,KK Super Mart,1.0
164,523,7-Eleven,7-Eleven,0.5
164,168,7-Eleven,MyNews,1.0
164,165,7-Eleven,MyNews,1.0
165,167,MyNews,MyNews,0.5
165,428,MyNews,MyNews,0.5
166,169,MyNews,CU,1.0
167,352,MyNews,KK Super Mart,1.0
167,372,MyNews,CU,1.0
167,427,MyNews,MyNews,0.5
167,428,MyNews,MyNews,0.5
168,523,MyNews,7-Eleven,1.0
170,183,99 Speedmart,7-Eleven,1.0
170,172,99 Speedmart,99 Speedmart,0.5
170,186,99 Speedmart,7-Eleven,1.0
170,171,99 Speedmart,99 Speedmart,0.5
170,177,99 Speedmart,99 Speedmart,0.5
170,174,99 Speedmart,99 Speedmart,0.5
171,191,99 Speedmart,7-Eleven,1.0
171,186,99 Speedmart,7-Eleven,1.0
171,177,99 Speedmart,99 Speedmart,0.5
171,173,99 Speedmart,99 Speedmart,0.5
172,225,99 Speedmart,7-Eleven,1.0
172,186,99 Speedmart,7-Eleven,1.0
172,188,99 Speedmart,7-Eleven,1.0
173,191,99 Speedmart,7-Eleven,1.0
173,187,99 Speedmart,7-Eleven,1.0
173,177,99 Speedmart,99 Speedmart,0.5
173,185,99 Speedmart,7-Eleven,1.0
173,408,99 Speedmart,7-Eleven,1.0
173,192,99 Speedmart,MyNews,1.0
174,177,99 Speedmart,99 Speedmart,0.5
174,183,99 Speedmart,7-Eleven,1.0
174,190,99 Speedmart,7-Eleven,1.0
174,178,99 Speedmart,KK Super Mart,1.0
175,194,99 Speedmart,CU,1.0
175,377,99 Speedmart,99 Speedmart,0.5
175,176,99 Speedmart,99 Speedmart,0.5
175,178,99 Speedmart,KK Super Mart,1.0
175,185,99 Speedmart,7-Eleven,1.0
175,408,99 Speedmart,7-Eleven,1.0
175,374,99 Speedmart,99 Speedmart,0.5
176,194,99 Speedmart,CU,1.0
176,366,99 Speedmart,7-Eleven,1.0
176,355,99 Speedmart,Family Mart,1.0
176,178,99 Speedmart,KK Super Mart,1.0
177,178,99 Speedmart,KK Super Mart,1.0
177,187,99 Speedmart,7-Eleven,1.0
177,185,99 Speedmart,7-Eleven,1.0
178,355,KK Super Mart,Family Mart,1.0
178,190,KK Super Mart,7-Eleven,1.0
178,185,KK Super Mart,7-Eleven,1.0
179,376,KK Super Mart,99 Speedmart,1.0
179,398,KK Super Mart,KK Super Mart,0.5
179,184,KK Super Mart,7-Eleven,1.0
179,375,KK Super Mart,99 Speedmart,1.0
179,180,KK Super Mart,Family Mart,1.0
179,192,KK Super Mart,MyNews,1.0
180,184,Family Mart,7-Eleven,1.0
180,189,Family Mart,7-Eleven,1.0
180,192,Family Mart,MyNews,1.0
181,193,Family Mart,MyNews,1.0
181,377,Family Mart,99 Speedmart,1.0
181,194,Family Mart,CU,1.0
181,366,Family Mart,7-Eleven,1.0
182,183,7-Eleven,7-Eleven,0.5
182,363,7-Eleven,7-Eleven,0.5
182,360,7-Eleven,7-Eleven,0.5
182,342,7-Eleven,99 Speedmart,1.0
182,339,7-Eleven,99 Speedmart,1.0
182,340,7-Eleven,99 Speedmart,1.0
183,340,7-Eleven,99 Speedmart,1.0
183,190,7-Eleven,7-Eleven,0.5
184,191,7-Eleven,7-Eleven,0.5
184,398,7-Eleven,KK Super Mart,1.0
184,189,7-Eleven,7-Eleven,0.5
185,187,7-Eleven,7-Eleven,0.5
185,408,7-Eleven,7-Eleven,0.5
186,191,7-Eleven,7-Eleven,0.5
186,188,7-Eleven,7-Eleven,0.5
188,221,7-Eleven,Family Mart,1.0
188,191,7-Eleven,7-Eleven,0.5
188,225,7-Eleven,7-Eleven,0.5
189,191,7-Eleven,7-Eleven,0.5
189,192,7-Eleven,MyNews,1.0
190,340,7-Eleven,99 Speedmart,1.0
190,355,7-Eleven,Family Mart,1.0
191,221,7-Eleven,Family Mart,1.0
191,398,7-Eleven,KK Super Mart,1.0
191,192,7-Eleven,MyNews,1.0
192,375,MyNews,99 Speedmart,1.0
192,408,MyNews,7-Eleven,1.0
193,380,MyNews,99 Speedmart,1.0
193,377,MyNews,99 Speedmart,1.0
193,366,MyNews,7-Eleven,1.0
193,343,MyNews,99 Speedmart,1.0
194,377,CU,99 Speedmart,1.0
194,366,CU,7-Eleven,1.0
195,220,99 Speedmart,Family Mart,1.0
195,225,99 Speedmart,7-Eleven,1.0
195,236,99 Speedmart,MyNews,1.0
196,220,99 Speedmart,Family Mart,1.0
196,198,99 Speedmart,99 Speedmart,0.5
196,236,99 Speedmart,MyNews,1.0
196,213,99 Speedmart,KK Super Mart,1.0
196,230,99 Speedmart,7-Eleven,1.0
196,199,99 Speedmart,99 Speedmart,0.5
197,227,99 Speedmart,7-Eleven,1.0
197,200,99 Speedmart,99 Speedmart,0.5
197,230,99 Speedmart,7-Eleven,1.0
197,226,99 Speedmart,7-Eleven,1.0
197,217,99 Speedmart,KK Super Mart,1.0
197,205,99 Speedmart,99 Speedmart,0.5
198,515,99 Speedmart,99 Speedmart,0.5
198,200,99 Speedmart,99 Speedmart,0.5
198,213,99 Speedmart,KK Super Mart,1.0
199,213,99 Speedmart,KK Super Mart,1.0
199,227,99 Speedmart,7-Eleven,1.0
199,230,99 Speedmart,7-Eleven,1.0
200,515,99 Speedmart,99 Speedmart,0.5
200,470,99 Speedmart,Family Mart,1.0
200,439,99 Speedmart,99 Speedmart,0.5
200,434,99 Speedmart,99 Speedmart,0.5
200,207,99 Speedmart,99 Speedmart,0.5
200,227,99 Speedmart,7-Eleven,1.0
200,213,99 Speedmart,KK Super Mart,1.0
200,217,99 Speedmart,KK Super Mart,1.0
201,231,99 Speedmart,7-Eleven,1.0
201,209,99 Speedmart,99 Speedmart,0.5
201,206,99 Speedmart,99 Speedmart,0.5
201,218,99 Speedmart,KK Super Mart,1.0
201,234,99 Speedmart,7-Eleven,1.0
201,397,99 Speedmart,KK Super Mart,1.0
202,413,99 Speedmart,7-Eleven,1.0
202,206,99 Speedmart,99 Speedmart,0.5
202,229,99 Speedmart,7-Eleven,1.0
202,214,99 Speedmart,KK Super Mart,1.0
203,228,99 Speedmart,7-Eleven,1.0
203,216,99 Speedmart,KK Super Mart,1.0
203,208,99 Speedmart,99 Speedmart,0.5
203,215,99 Speedmart,KK Super Mart,1.0
203,404,99 Speedmart,Family Mart,1.0
204,221,99 Speedmart,Family Mart,1.0
204,226,99 Speedmart,7-Eleven,1.0
204,237,99 Speedmart,MyNews,1.0
204,215,99 Speedmart,KK Super Mart,1.0
204,205,99 Speedmart,99 Speedmart,0.5
205,217,99 Speedmart,KK Super Mart,1.0
205,215,99 Speedmart,KK Super Mart,1.0
205,226,99 Speedmart,7-Eleven,1.0
205,232,99 Speedmart,7-Eleven,1.0
206,231,99 Speedmart,7-Eleven,1.0
206,207,99 Speedmart,99 Speedmart,0.5
206,222,99 Speedmart,Family Mart,1.0
206,413,99 Speedmart,7-Eleven,1.0
206,397,99 Speedmart,KK Super Mart,1.0
206,214,99 Speedmart,KK Super Mart,1.0
207,434,99 Speedmart,99 Speedmart,0.5
207,235,99 Speedmart,7-Eleven,1.0
207,478,99 Speedmart,7-Eleven,1.0
207,231,99 Speedmart,7-Eleven,1.0
207,217,99 Speedmart,KK Super Mart,1.0
207,222,99 Speedmart,Family Mart,1.0
208,228,99 Speedmart,7-Eleven,1.0
208,217,99 Speedmart,KK Super Mart,1.0
208,232,99 Speedmart,7-Eleven,1.0
208,215,99 Speedmart,KK Super Mart,1.0
209,234,99 Speedmart,7-Eleven,1.0
209,441,99 Speedmart,99 Speedmart,0.5
209,239,99 Speedmart,CU,1.0
209,235,99 Speedmart,7-Eleven,1.0
209,440,99 Speedmart,99 Speedmart,0.5
209,231,99 Speedmart,7-Eleven,1.0
209,218,99 Speedmart,KK Super Mart,1.0
210,211,99 Speedmart,99 Speedmart,0.5
210,233,99 Speedmart,7-Eleven,1.0
210,388,99 Speedmart,99 Speedmart,0.5
210,385,99 Speedmart,99 Speedmart,0.5
210,397,99 Speedmart,KK Super Mart,1.0
210,402,99 Speedmart,KK Super Mart,1.0
211,212,99 Speedmart,99 Speedmart,0.5
211,441,99 Speedmart,99 Speedmart,0.5
211,233,99 Speedmart,7-Eleven,1.0
211,234,99 Speedmart,7-Eleven,1.0
211,397,99 Speedmart,KK Super Mart,1.0
212,443,99 Speedmart,99 Speedmart,0.5
212,442,99 Speedmart,99 Speedmart,0.5
212,444,99 Speedmart,99 Speedmart,0.5
212,441,99 Speedmart,99 Speedmart,0.5
212,233,99 Speedmart,7-Eleven,1.0
212,417,99 Speedmart,7-Eleven,1.0
213,227,KK Super Mart,7-Eleven,1.0
214,229,KK Super Mart,7-Eleven,1.0
214,222,KK Super Mart,Family Mart,1.0
215,237,KK Super Mart,MyNews,1.0
215,224,KK Super Mart,7-Eleven,1.0
215,404,KK Super Mart,Family Mart,1.0
215,232,KK Super Mart,7-Eleven,1.0
216,414,KK Super Mart,7-Eleven,1.0
216,413,KK Super Mart,7-Eleven,1.0
216,384,KK Super Mart,99 Speedmart,1.0
216,229,KK Super Mart,7-Eleven,1.0
216,222,KK Super Mart,Family Mart,1.0
216,228,KK Super Mart,7-Eleven,1.0
216,404,KK Super Mart,Family Mart,1.0
217,222,KK Super Mart,Family Mart,1.0
217,228,KK Super Mart,7-Eleven,1.0
217,232,KK Super Mart,7-Eleven,1.0
218,234,KK Super Mart,7-Eleven,1.0
219,235,KK Super Mart,7-Eleven,1.0
219,435,KK Super Mart,99 Speedmart,1.0
219,436,KK Super Mart,99 Speedmart,1.0
219,480,KK Super Mart,7-Eleven,1.0
219,223,KK Super Mart,Family Mart,1.0
220,236,Family Mart,MyNews,1.0
220,225,Family Mart,7-Eleven,1.0
221,398,Family Mart,KK Super Mart,1.0
221,230,Family Mart,7-Eleven,1.0
221,225,Family Mart,7-Eleven,1.0
221,226,Family Mart,7-Eleven,1.0
221,237,Family Mart,MyNews,1.0
221,238,Family Mart,CU,1.0
222,229,Family Mart,7-Eleven,1.0
222,228,Family Mart,7-Eleven,1.0
223,480,Family Mart,7-Eleven,1.0
223,239,Family Mart,CU,1.0
223,235,Family Mart,7-Eleven,1.0
224,237,7-Eleven,MyNews,1.0
224,404,7-Eleven,Family Mart,1.0
224,238,7-Eleven,CU,1.0
225,236,7-Eleven,MyNews,1.0
225,230,7-Eleven,7-Eleven,0.5
226,230,7-Eleven,7-Eleven,0.5
227,230,7-Eleven,7-Eleven,0.5
229,413,7-Eleven,7-Eleven,0.5
230,236,7-Eleven,MyNews,1.0
231,235,7-Eleven,7-Eleven,0.5
233,426,7-Eleven,7-Eleven,0.5
233,417,7-Eleven,7-Eleven,0.5
233,402,7-Eleven,KK Super Mart,1.0
234,441,7-Eleven,99 Speedmart,1.0
234,397,7-Eleven,KK Super Mart,1.0
235,478,7-Eleven,7-Eleven,0.5
235,435,7-Eleven,99 Speedmart,1.0
235,239,7-Eleven,CU,1.0
237,238,MyNews,CU,1.0
238,376,CU,99 Speedmart,1.0
238,398,CU,KK Super Mart,1.0
238,404,CU,Family Mart,1.0
239,440,CU,99 Speedmart,1.0
239,480,CU,7-Eleven,1.0
240,284,99 Speedmart,CU,1.0
240,262,99 Speedmart,KK Super Mart,1.0
240,272,99 Speedmart,7-Eleven,1.0
240,261,99 Speedmart,KK Super Mart,1.0
241,262,99 Speedmart,KK Super Mart,1.0
241,275,99 Speedmart,7-Eleven,1.0
242,272,99 Speedmart,7-Eleven,1.0
242,276,99 Speedmart,7-Eleven,1.0
242,284,99 Speedmart,CU,1.0
242,244,99 Speedmart,99 Speedmart,0.5
242,262,99 Speedmart,KK Super Mart,1.0
243,271,99 Speedmart,7-Eleven,1.0
243,261,99 Speedmart,KK Super Mart,1.0
244,284,99 Speedmart,CU,1.0
244,262,99 Speedmart,KK Super Mart,1.0
245,246,99 Speedmart,99 Speedmart,0.5
245,276,99 Speedmart,7-Eleven,1.0
245,272,99 Speedmart,7-Eleven,1.0
245,271,99 Speedmart,7-Eleven,1.0
245,261,99 Speedmart,KK Super Mart,1.0
246,264,99 Speedmart,KK Super Mart,1.0
246,276,99 Speedmart,7-Eleven,1.0
246,267,99 Speedmart,7-Eleven,1.0
247,264,99 Speedmart,KK Super Mart,1.0
247,274,99 Speedmart,7-Eleven,1.0
247,277,99 Speedmart,7-Eleven,1.0
247,267,99 Speedmart,7-Eleven,1.0
248,277,99 Speedmart,7-Eleven,1.0
248,250,99 Speedmart,99 Speedmart,0.5
248,273,99 Speedmart,7-Eleven,1.0
248,267,99 Speedmart,7-Eleven,1.0
248,263,99 Speedmart,KK Super Mart,1.0
249,250,99 Speedmart,99 Speedmart,0.5
249,274,99 Speedmart,7-Eleven,1.0
249,277,99 Speedmart,7-Eleven,1.0
250,277,99 Speedmart,7-Eleven,1.0
250,273,99 Speedmart,7-Eleven,1.0
251,283,99 Speedmart,7-Eleven,1.0
251,258,99 Speedmart,99 Speedmart,0.5
251,255,99 Speedmart,99 Speedmart,0.5
251,257,99 Speedmart,99 Speedmart,0.5
251,270,99 Speedmart,Family Mart,1.0
251,282,99 Speedmart,7-Eleven,1.0
251,281,99 Speedmart,7-Eleven,1.0
251,280,99 Speedmart,7-Eleven,1.0
251,259,99 Speedmart,99 Speedmart,0.5
252,257,99 Speedmart,99 Speedmart,0.5
252,306,99 Speedmart,99 Speedmart,0.5
252,320,99 Speedmart,7-Eleven,1.0
252,268,99 Speedmart,Family Mart,1.0
253,266,99 Speedmart,KK Super Mart,1.0
253,279,99 Speedmart,7-Eleven,1.0
253,258,99 Speedmart,99 Speedmart,0.5
253,333,99 Speedmart,7-Eleven,1.0
253,256,99 Speedmart,99 Speedmart,0.5
253,265,99 Speedmart,KK Super Mart,1.0
254,255,99 Speedmart,99 Speedmart,0.5
254,257,99 Speedmart,99 Speedmart,0.5
254,268,99 Speedmart,Family Mart,1.0
254,320,99 Speedmart,7-Eleven,1.0
254,307,99 Speedmart,99 Speedmart,0.5
254,327,99 Speedmart,7-Eleven,1.0
255,257,99 Speedmart,99 Speedmart,0.5
255,269,99 Speedmart,Family Mart,1.0
255,278,99 Speedmart,7-Eleven,1.0
255,335,99 Speedmart,7-Eleven,1.0
255,327,99 Speedmart,7-Eleven,1.0
255,280,99 Speedmart,7-Eleven,1.0
256,333,99 Speedmart,7-Eleven,1.0
256,308,99 Speedmart,99 Speedmart,0.5
256,334,99 Speedmart,7-Eleven,1.0
256,335,99 Speedmart,7-Eleven,1.0
256,265,99 Speedmart,KK Super Mart,1.0
256,269,99 Speedmart,Family Mart,1.0
256,285,99 Speedmart,CU,1.0
256,278,99 Speedmart,7-Eleven,1.0
256,259,99 Speedmart,99 Speedmart,0.5
257,268,99 Speedmart,Family Mart,1.0
258,283,99 Speedmart,7-Eleven,1.0
258,260,99 Speedmart,99 Speedmart,0.5
258,266,99 Speedmart,KK Super Mart,1.0
258,265,99 Speedmart,KK Super Mart,1.0
258,270,99 Speedmart,Family Mart,1.0
258,281,99 Speedmart,7-Eleven,1.0
258,282,99 Speedmart,7-Eleven,1.0
259,280,99 Speedmart,7-Eleven,1.0
259,285,99 Speedmart,CU,1.0
259,265,99 Speedmart,KK Super Mart,1.0
259,281,99 Speedmart,7-Eleven,1.0
260,308,99 Speedmart,99 Speedmart,0.5
260,279,99 Speedmart,7-Eleven,1.0
260,266,99 Speedmart,KK Super Mart,1.0
260,333,99 Speedmart,7-Eleven,1.0
261,271,KK Super Mart,7-Eleven,1.0
261,272,KK Super Mart,7-Eleven,1.0
262,284,KK Super Mart,CU,1.0
262,275,KK Super Mart,7-Eleven,1.0
263,267,KK Super Mart,7-Eleven,1.0
264,274,KK Super Mart,7-Eleven,1.0
264,267,KK Super Mart,7-Eleven,1.0
265,281,KK Super Mart,7-Eleven,1.0
266,279,KK Super Mart,7-Eleven,1.0
267,277,7-Eleven,7-Eleven,0.5
268,320,Family Mart,7-Eleven,1.0
269,285,Family Mart,CU,1.0
269,278,Family Mart,7-Eleven,1.0
269,280,Family Mart,7-Eleven,1.0
270,283,Family Mart,7-Eleven,1.0
270,282,Family Mart,7-Eleven,1.0
272,276,7-Eleven,7-Eleven,0.5
272,284,7-Eleven,CU,1.0
274,277,7-Eleven,7-Eleven,0.5
278,335,7-Eleven,7-Eleven,0.5
279,333,7-Eleven,7-Eleven,0.5
280,285,7-Eleven,CU,1.0
281,282,7-Eleven,7-Eleven,0.5
286,331,99 Speedmart,7-Eleven,1.0
286,317,99 Speedmart,7-Eleven,1.0
286,324,99 Speedmart,7-Eleven,1.0
286,288,99 Speedmart,99 Speedmart,0.5
287,324,99 Speedmart,7-Eleven,1.0
287,295,99 Speedmart,99 Speedmart,0.5
287,314,99 Speedmart,Family Mart,1.0
288,331,99 Speedmart,7-Eleven,1.0
288,317,99 Speedmart,7-Eleven,1.0
288,290,99 Speedmart,99 Speedmart,0.5
289,293,99 Speedmart,99 Speedmart,0.5
289,299,99 Speedmart,99 Speedmart,0.5
289,331,99 Speedmart,7-Eleven,1.0
289,301,99 Speedmart,99 Speedmart,0.5
290,323,99 Speedmart,7-Eleven,1.0
290,295,99 Speedmart,99 Speedmart,0.5
290,331,99 Speedmart,7-Eleven,1.0
290,291,99 Speedmart,KK Super Mart,1.0
290,316,99 Speedmart,7-Eleven,1.0
290,317,99 Speedmart,7-Eleven,1.0
291,295,KK Super Mart,99 Speedmart,1.0
291,316,KK Super Mart,7-Eleven,1.0
291,337,KK Super Mart,CU,1.0
292,301,99 Speedmart,99 Speedmart,0.5
292,297,99 Speedmart,99 Speedmart,0.5
292,300,99 Speedmart,99 Speedmart,0.5
293,299,99 Speedmart,99 Speedmart,0.5
293,331,99 Speedmart,7-Eleven,1.0
293,323,99 Speedmart,7-Eleven,1.0
293,312,99 Speedmart,KK Super Mart,1.0
293,294,99 Speedmart,99 Speedmart,0.5
293,322,99 Speedmart,7-Eleven,1.0
293,310,99 Speedmart,KK Super Mart,1.0
294,312,99 Speedmart,KK Super Mart,1.0
294,321,99 Speedmart,7-Eleven,1.0
294,319,99 Speedmart,7-Eleven,1.0
294,322,99 Speedmart,7-Eleven,1.0
294,310,99 Speedmart,KK Super Mart,1.0
295,323,99 Speedmart,7-Eleven,1.0
295,524,99 Speedmart,7-Eleven,1.0
295,523,99 Speedmart,7-Eleven,1.0
295,516,99 Speedmart,99 Speedmart,0.5
295,314,99 Speedmart,Family Mart,1.0
295,337,99 Speedmart,CU,1.0
296,332,99 Speedmart,7-Eleven,1.0
296,325,99 Speedmart,7-Eleven,1.0
296,303,99 Speedmart,99 Speedmart,0.5
296,300,99 Speedmart,99 Speedmart,0.5
296,318,99 Speedmart,7-Eleven,1.0
297,301,99 Speedmart,99 Speedmart,0.5
297,311,99 Speedmart,KK Super Mart,1.0
297,300,99 Speedmart,99 Speedmart,0.5
298,332,99 Speedmart,7-Eleven,1.0
298,325,99 Speedmart,7-Eleven,1.0
298,307,99 Speedmart,99 Speedmart,0.5
298,326,99 Speedmart,7-Eleven,1.0
298,330,99 Speedmart,7-Eleven,1.0
298,309,99 Speedmart,99 Speedmart,0.5
299,301,99 Speedmart,99 Speedmart,0.5
299,321,99 Speedmart,7-Eleven,1.0
299,312,99 Speedmart,KK Super Mart,1.0
300,325,99 Speedmart,7-Eleven,1.0
300,311,99 Speedmart,KK Super Mart,1.0
300,318,99 Speedmart,7-Eleven,1.0
300,304,99 Speedmart,99 Speedmart,0.5
301,321,99 Speedmart,7-Eleven,1.0
301,303,99 Speedmart,99 Speedmart,0.5
301,311,99 Speedmart,KK Super Mart,1.0
302,330,99 Speedmart,7-Eleven,1.0
302,332,99 Speedmart,7-Eleven,1.0
302,313,99 Speedmart,KK Super Mart,1.0
302,315,99 Speedmart,Family Mart,1.0
302,328,99 Speedmart,7-Eleven,1.0
302,329,99 Speedmart,7-Eleven,1.0
303,308,99 Speedmart,99 Speedmart,0.5
303,321,99 Speedmart,7-Eleven,1.0
303,323,99 Speedmart,7-Eleven,1.0
303,332,99 Speedmart,7-Eleven,1.0
303,338,99 Speedmart,CU,1.0
303,311,99 Speedmart,KK Super Mart,1.0
303,319,99 Speedmart,7-Eleven,1.0
303,305,99 Speedmart,99 Speedmart,0.5
303,318,99 Speedmart,7-Eleven,1.0
303,304,99 Speedmart,99 Speedmart,0.5
304,311,99 Speedmart,KK Super Mart,1.0
304,318,99 Speedmart,7-Eleven,1.0
305,328,99 Speedmart,7-Eleven,1.0
305,336,99 Speedmart,MyNews,1.0
305,338,99 Speedmart,CU,1.0
305,308,99 Speedmart,99 Speedmart,0.5
306,320,99 Speedmart,7-Eleven,1.0
306,326,99 Speedmart,7-Eleven,1.0
306,307,99 Speedmart,99 Speedmart,0.5
307,326,99 Speedmart,7-Eleven,1.0
307,320,99 Speedmart,7-Eleven,1.0
307,327,99 Speedmart,7-Eleven,1.0
307,309,99 Speedmart,99 Speedmart,0.5
308,333,99 Speedmart,7-Eleven,1.0
308,334,99 Speedmart,7-Eleven,1.0
308,328,99 Speedmart,7-Eleven,1.0
309,330,99 Speedmart,7-Eleven,1.0
309,334,99 Speedmart,7-Eleven,1.0
309,327,99 Speedmart,7-Eleven,1.0
310,322,KK Super Mart,7-Eleven,1.0
312,321,KK Super Mart,7-Eleven,1.0
313,336,KK Super Mart,MyNews,1.0
313,315,KK Super Mart,Family Mart,1.0
313,338,KK Super Mart,CU,1.0
