node1,node2,node1_region,node2_region,socioeconomic_distance_pca
126,273,PUTERI WANGSA,TIRAM,0.7557065225948408
126,139,PUTERI WANGSA,PUTERI WANGSA,0.0
127,140,PUTERI WANGSA,PUTERI WANGSA,0.0
128,140,PUTERI WANGSA,PUTERI WANGSA,0.0
128,170,PUTERI WANGSA,KEMPAS,0.7515628182988967
130,135,PUTERI WANGSA,PUTERI WANGSA,0.0
131,134,PUTERI WANGSA,PUTERI WANGSA,0.0
131,137,PUTERI WANGSA,PUTERI WANGSA,0.0
132,240,PUTERI WANGSA,TIRAM,0.7557065225948408
132,134,PUTERI WANGSA,PUTERI WANGSA,0.0
140,170,PUTERI WANGSA,KEMPAS,0.7515628182988967
143,361,STULANG,LARKIN,0.2602550992131513
143,353,STULANG,LARKIN,0.2602550992131513
143,162,STULANG,STULANG,0.0
143,150,STULANG,STULANG,0.0
143,152,STULANG,STULANG,0.0
144,163,STULANG,STULANG,0.0
144,149,STULANG,STULANG,0.0
144,161,STULANG,STULANG,0.0
144,146,STULANG,STULANG,0.0
144,153,STULANG,STULANG,0.0
145,155,STULANG,STULANG,0.0
145,148,STULANG,STULANG,0.0
145,146,STULANG,STULANG,0.0
145,166,STULANG,STULANG,0.0
146,148,STULANG,STULANG,0.0
146,524,STULANG,STULANG,0.0
146,156,STULANG,STULANG,0.0
146,158,STULANG,STULANG,0.0
146,163,STULANG,STULANG,0.0
146,153,STULANG,STULANG,0.0
146,166,STULANG,STULANG,0.0
147,167,STULANG,STULANG,0.0
147,165,STULANG,STULANG,0.0
147,352,STULANG,LARKIN,0.2602550992131513
147,164,STULANG,STULANG,0.0
147,156,STULANG,STULANG,0.0
147,157,STULANG,STULANG,0.0
147,158,STULANG,STULANG,0.0
148,155,STULANG,STULANG,0.0
148,287,STULANG,PERMAS,0.8413769502180289
148,524,STULANG,STULANG,0.0
148,295,STULANG,PERMAS,0.8413769502180289
149,358,STULANG,LARKIN,0.2602550992131513
149,347,STULANG,LARKIN,0.2602550992131513
149,163,STULANG,STULANG,0.0
149,154,STULANG,STULANG,0.0
149,157,STULANG,STULANG,0.0
149,161,STULANG,STULANG,0.0
150,162,STULANG,STULANG,0.0
150,161,STULANG,STULANG,0.0
150,152,STULANG,STULANG,0.0
150,153,STULANG,STULANG,0.0
150,166,STULANG,STULANG,0.0
151,160,STULANG,STULANG,0.0
151,383,STULANG,PERLING,0.9864300769899789
151,168,STULANG,STULANG,0.0
151,525,STULANG,PERLING,0.9864300769899789
152,166,STULANG,STULANG,0.0
152,169,STULANG,STULANG,0.0
153,161,STULANG,STULANG,0.0
153,166,STULANG,STULANG,0.0
154,163,STULANG,STULANG,0.0
154,157,STULANG,STULANG,0.0
154,158,STULANG,STULANG,0.0
155,287,STULANG,PERMAS,0.8413769502180289
155,324,STULANG,PERMAS,0.8413769502180289
155,166,STULANG,STULANG,0.0
155,169,STULANG,STULANG,0.0
156,523,STULANG,STULANG,0.0
156,164,STULANG,STULANG,0.0
156,516,STULANG,STULANG,0.0
156,524,STULANG,STULANG,0.0
156,158,STULANG,STULANG,0.0
157,352,STULANG,LARKIN,0.2602550992131513
157,358,STULANG,LARKIN,0.2602550992131513
157,158,STULANG,STULANG,0.0
158,163,STULANG,STULANG,0.0
159,160,STULANG,STULANG,0.0
159,164,STULANG,STULANG,0.0
159,165,STULANG,STULANG,0.0
159,403,STULANG,PERLING,0.9864300769899789
159,428,STULANG,PERLING,0.9864300769899789
159,430,STULANG,PERLING,0.9864300769899789
160,168,STULANG,STULANG,0.0
160,164,STULANG,STULANG,0.0
160,383,STULANG,PERLING,0.9864300769899789
160,403,STULANG,PERLING,0.9864300769899789
161,347,STULANG,LARKIN,0.2602550992131513
161,162,STULANG,STULANG,0.0
162,347,STULANG,LARKIN,0.2602550992131513
162,353,STULANG,LARKIN,0.2602550992131513
164,523,STULANG,STULANG,0.0
164,168,STULANG,STULANG,0.0
164,165,STULANG,STULANG,0.0
165,167,STULANG,STULANG,0.0
165,428,STULANG,PERLING,0.9864300769899789
166,169,STULANG,STULANG,0.0
167,352,STULANG,LARKIN,0.2602550992131513
167,372,STULANG,LARKIN,0.2602550992131513
167,427,STULANG,PERLING,0.9864300769899789
167,428,STULANG,PERLING,0.9864300769899789
168,523,STULANG,STULANG,0.0
170,183,KEMPAS,KEMPAS,0.0
170,172,KEMPAS,KEMPAS,0.0
170,186,KEMPAS,KEMPAS,0.0
170,171,KEMPAS,KEMPAS,0.0
170,177,KEMPAS,KEMPAS,0.0
170,174,KEMPAS,KEMPAS,0.0
171,191,KEMPAS,KEMPAS,0.0
171,186,KEMPAS,KEMPAS,0.0
171,177,KEMPAS,KEMPAS,0.0
171,173,KEMPAS,KEMPAS,0.0
172,225,KEMPAS,SKUDAI,0.26188503143566944
172,186,KEMPAS,KEMPAS,0.0
172,188,KEMPAS,KEMPAS,0.0
173,191,KEMPAS,KEMPAS,0.0
173,187,KEMPAS,KEMPAS,0.0
173,177,KEMPAS,KEMPAS,0.0
173,185,KEMPAS,KEMPAS,0.0
173,408,KEMPAS,PERLING,1.1167390004790985
173,192,KEMPAS,KEMPAS,0.0
174,177,KEMPAS,KEMPAS,0.0
174,183,KEMPAS,KEMPAS,0.0
174,190,KEMPAS,KEMPAS,0.0
174,178,KEMPAS,KEMPAS,0.0
175,194,KEMPAS,KEMPAS,0.0
175,377,KEMPAS,PERLING,1.1167390004790985
175,176,KEMPAS,KEMPAS,0.0
175,178,KEMPAS,KEMPAS,0.0
175,185,KEMPAS,KEMPAS,0.0
175,408,KEMPAS,PERLING,1.1167390004790985
175,374,KEMPAS,PERLING,1.1167390004790985
176,194,KEMPAS,KEMPAS,0.0
176,366,KEMPAS,LARKIN,0.2674967487838824
176,355,KEMPAS,LARKIN,0.2674967487838824
176,178,KEMPAS,KEMPAS,0.0
177,178,KEMPAS,KEMPAS,0.0
177,187,KEMPAS,KEMPAS,0.0
177,185,KEMPAS,KEMPAS,0.0
178,355,KEMPAS,LARKIN,0.2674967487838824
178,190,KEMPAS,KEMPAS,0.0
178,185,KEMPAS,KEMPAS,0.0
179,376,KEMPAS,PERLING,1.1167390004790985
179,398,KEMPAS,PERLING,1.1167390004790985
179,184,KEMPAS,KEMPAS,0.0
179,375,KEMPAS,PERLING,1.1167390004790985
179,180,KEMPAS,KEMPAS,0.0
179,192,KEMPAS,KEMPAS,0.0
180,184,KEMPAS,KEMPAS,0.0
180,189,KEMPAS,KEMPAS,0.0
180,192,KEMPAS,KEMPAS,0.0
181,193,KEMPAS,KEMPAS,0.0
181,377,KEMPAS,PERLING,1.1167390004790985
181,194,KEMPAS,KEMPAS,0.0
181,366,KEMPAS,LARKIN,0.2674967487838824
182,183,KEMPAS,KEMPAS,0.0
182,363,KEMPAS,LARKIN,0.2674967487838824
182,360,KEMPAS,LARKIN,0.2674967487838824
182,342,KEMPAS,LARKIN,0.2674967487838824
182,339,KEMPAS,LARKIN,0.2674967487838824
182,340,KEMPAS,LARKIN,0.2674967487838824
183,340,KEMPAS,LARKIN,0.2674967487838824
183,190,KEMPAS,KEMPAS,0.0
184,191,KEMPAS,KEMPAS,0.0
184,398,KEMPAS,PERLING,1.1167390004790985
184,189,KEMPAS,KEMPAS,0.0
185,187,KEMPAS,KEMPAS,0.0
185,408,KEMPAS,PERLING,1.1167390004790985
186,191,KEMPAS,KEMPAS,0.0
186,188,KEMPAS,KEMPAS,0.0
188,221,KEMPAS,SKUDAI,0.26188503143566944
188,191,KEMPAS,KEMPAS,0.0
188,225,KEMPAS,SKUDAI,0.26188503143566944
189,191,KEMPAS,KEMPAS,0.0
189,192,KEMPAS,KEMPAS,0.0
190,340,KEMPAS,LARKIN,0.2674967487838824
190,355,KEMPAS,LARKIN,0.2674967487838824
191,221,KEMPAS,SKUDAI,0.26188503143566944
191,398,KEMPAS,PERLING,1.1167390004790985
191,192,KEMPAS,KEMPAS,0.0
192,375,KEMPAS,PERLING,1.1167390004790985
192,408,KEMPAS,PERLING,1.1167390004790985
193,380,KEMPAS,PERLING,1.1167390004790985
193,377,KEMPAS,PERLING,1.1167390004790985
193,366,KEMPAS,LARKIN,0.2674967487838824
193,343,KEMPAS,LARKIN,0.2674967487838824
194,377,KEMPAS,PERLING,1.1167390004790985
194,366,KEMPAS,LARKIN,0.2674967487838824
195,220,SKUDAI,SKUDAI,0.0
195,225,SKUDAI,SKUDAI,0.0
195,236,SKUDAI,SKUDAI,0.0
196,220,SKUDAI,SKUDAI,0.0
196,198,SKUDAI,SKUDAI,0.0
196,236,SKUDAI,SKUDAI,0.0
196,213,SKUDAI,SKUDAI,0.0
196,230,SKUDAI,SKUDAI,0.0
196,199,SKUDAI,SKUDAI,0.0
197,227,SKUDAI,SKUDAI,0.0
197,200,SKUDAI,SKUDAI,0.0
197,230,SKUDAI,SKUDAI,0.0
197,226,SKUDAI,SKUDAI,0.0
197,217,SKUDAI,SKUDAI,0.0
197,205,SKUDAI,SKUDAI,0.0
198,515,SKUDAI,KEMPAS,0.26188503143566944
198,200,SKUDAI,SKUDAI,0.0
198,213,SKUDAI,SKUDAI,0.0
199,213,SKUDAI,SKUDAI,0.0
199,227,SKUDAI,SKUDAI,0.0
199,230,SKUDAI,SKUDAI,0.0
200,515,SKUDAI,KEMPAS,0.26188503143566944
200,470,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
200,439,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
200,434,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
200,207,SKUDAI,SKUDAI,0.0
200,227,SKUDAI,SKUDAI,0.0
200,213,SKUDAI,SKUDAI,0.0
200,217,SKUDAI,SKUDAI,0.0
201,231,SKUDAI,SKUDAI,0.0
201,209,SKUDAI,SKUDAI,0.0
201,206,SKUDAI,SKUDAI,0.0
201,218,SKUDAI,SKUDAI,0.0
201,234,SKUDAI,SKUDAI,0.0
201,397,SKUDAI,PERLING,1.0455942982467532
202,413,SKUDAI,PERLING,1.0455942982467532
202,206,SKUDAI,SKUDAI,0.0
202,229,SKUDAI,SKUDAI,0.0
202,214,SKUDAI,SKUDAI,0.0
203,228,SKUDAI,SKUDAI,0.0
203,216,SKUDAI,SKUDAI,0.0
203,208,SKUDAI,SKUDAI,0.0
203,215,SKUDAI,SKUDAI,0.0
203,404,SKUDAI,PERLING,1.0455942982467532
204,221,SKUDAI,SKUDAI,0.0
204,226,SKUDAI,SKUDAI,0.0
204,237,SKUDAI,SKUDAI,0.0
204,215,SKUDAI,SKUDAI,0.0
204,205,SKUDAI,SKUDAI,0.0
205,217,SKUDAI,SKUDAI,0.0
205,215,SKUDAI,SKUDAI,0.0
205,226,SKUDAI,SKUDAI,0.0
205,232,SKUDAI,SKUDAI,0.0
206,231,SKUDAI,SKUDAI,0.0
206,207,SKUDAI,SKUDAI,0.0
206,222,SKUDAI,SKUDAI,0.0
206,413,SKUDAI,PERLING,1.0455942982467532
206,397,SKUDAI,PERLING,1.0455942982467532
206,214,SKUDAI,SKUDAI,0.0
207,434,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
207,235,SKUDAI,SKUDAI,0.0
207,478,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
207,231,SKUDAI,SKUDAI,0.0
207,217,SKUDAI,SKUDAI,0.0
207,222,SKUDAI,SKUDAI,0.0
208,228,SKUDAI,SKUDAI,0.0
208,217,SKUDAI,SKUDAI,0.0
208,232,SKUDAI,SKUDAI,0.0
208,215,SKUDAI,SKUDAI,0.0
209,234,SKUDAI,SKUDAI,0.0
209,441,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
209,239,SKUDAI,SKUDAI,0.0
209,235,SKUDAI,SKUDAI,0.0
209,440,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
209,231,SKUDAI,SKUDAI,0.0
209,218,SKUDAI,SKUDAI,0.0
210,211,SKUDAI,SKUDAI,0.0
210,233,SKUDAI,SKUDAI,0.0
210,388,SKUDAI,PERLING,1.0455942982467532
210,385,SKUDAI,PERLING,1.0455942982467532
210,397,SKUDAI,PERLING,1.0455942982467532
210,402,SKUDAI,PERLING,1.0455942982467532
211,212,SKUDAI,SKUDAI,0.0
211,441,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
211,233,SKUDAI,SKUDAI,0.0
211,234,SKUDAI,SKUDAI,0.0
211,397,SKUDAI,PERLING,1.0455942982467532
212,443,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
212,442,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
212,444,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
212,441,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
212,233,SKUDAI,SKUDAI,0.0
212,417,SKUDAI,PERLING,1.0455942982467532
213,227,SKUDAI,SKUDAI,0.0
214,229,SKUDAI,SKUDAI,0.0
214,222,SKUDAI,SKUDAI,0.0
215,237,SKUDAI,SKUDAI,0.0
215,224,SKUDAI,SKUDAI,0.0
215,404,SKUDAI,PERLING,1.0455942982467532
215,232,SKUDAI,SKUDAI,0.0
216,414,SKUDAI,PERLING,1.0455942982467532
216,413,SKUDAI,PERLING,1.0455942982467532
216,384,SKUDAI,PERLING,1.0455942982467532
216,229,SKUDAI,SKUDAI,0.0
216,222,SKUDAI,SKUDAI,0.0
216,228,SKUDAI,SKUDAI,0.0
216,404,SKUDAI,PERLING,1.0455942982467532
217,222,SKUDAI,SKUDAI,0.0
217,228,SKUDAI,SKUDAI,0.0
217,232,SKUDAI,SKUDAI,0.0
218,234,SKUDAI,SKUDAI,0.0
219,235,SKUDAI,SKUDAI,0.0
219,435,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
219,436,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
219,480,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
219,223,SKUDAI,SKUDAI,0.0
220,236,SKUDAI,SKUDAI,0.0
220,225,SKUDAI,SKUDAI,0.0
221,398,SKUDAI,PERLING,1.0455942982467532
221,230,SKUDAI,SKUDAI,0.0
221,225,SKUDAI,SKUDAI,0.0
221,226,SKUDAI,SKUDAI,0.0
221,237,SKUDAI,SKUDAI,0.0
221,238,SKUDAI,SKUDAI,0.0
222,229,SKUDAI,SKUDAI,0.0
222,228,SKUDAI,SKUDAI,0.0
223,480,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
223,239,SKUDAI,SKUDAI,0.0
223,235,SKUDAI,SKUDAI,0.0
224,237,SKUDAI,SKUDAI,0.0
224,404,SKUDAI,PERLING,1.0455942982467532
224,238,SKUDAI,SKUDAI,0.0
225,236,SKUDAI,SKUDAI,0.0
225,230,SKUDAI,SKUDAI,0.0
226,230,SKUDAI,SKUDAI,0.0
227,230,SKUDAI,SKUDAI,0.0
229,413,SKUDAI,PERLING,1.0455942982467532
230,236,SKUDAI,SKUDAI,0.0
231,235,SKUDAI,SKUDAI,0.0
233,426,SKUDAI,PERLING,1.0455942982467532
233,417,SKUDAI,PERLING,1.0455942982467532
233,402,SKUDAI,PERLING,1.0455942982467532
234,441,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
234,397,SKUDAI,PERLING,1.0455942982467532
235,478,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
235,435,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
235,239,SKUDAI,SKUDAI,0.0
237,238,SKUDAI,SKUDAI,0.0
238,376,SKUDAI,PERLING,1.0455942982467532
238,398,SKUDAI,PERLING,1.0455942982467532
238,404,SKUDAI,PERLING,1.0455942982467532
239,440,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
239,480,SKUDAI,ISKANDAR PUTERI,0.6888972359577595
240,284,TIRAM,TIRAM,0.0
240,262,TIRAM,TIRAM,0.0
240,272,TIRAM,TIRAM,0.0
240,261,TIRAM,TIRAM,0.0
241,262,TIRAM,TIRAM,0.0
241,275,TIRAM,TIRAM,0.0
242,272,TIRAM,TIRAM,0.0
242,276,TIRAM,TIRAM,0.0
242,284,TIRAM,TIRAM,0.0
242,244,TIRAM,TIRAM,0.0
242,262,TIRAM,TIRAM,0.0
243,271,TIRAM,TIRAM,0.0
243,261,TIRAM,TIRAM,0.0
244,284,TIRAM,TIRAM,0.0
244,262,TIRAM,TIRAM,0.0
245,246,TIRAM,TIRAM,0.0
245,276,TIRAM,TIRAM,0.0
245,272,TIRAM,TIRAM,0.0
245,271,TIRAM,TIRAM,0.0
245,261,TIRAM,TIRAM,0.0
246,264,TIRAM,TIRAM,0.0
246,276,TIRAM,TIRAM,0.0
246,267,TIRAM,TIRAM,0.0
247,264,TIRAM,TIRAM,0.0
247,274,TIRAM,TIRAM,0.0
247,277,TIRAM,TIRAM,0.0
247,267,TIRAM,TIRAM,0.0
248,277,TIRAM,TIRAM,0.0
248,250,TIRAM,TIRAM,0.0
248,273,TIRAM,TIRAM,0.0
248,267,TIRAM,TIRAM,0.0
248,263,TIRAM,TIRAM,0.0
249,250,TIRAM,TIRAM,0.0
249,274,TIRAM,TIRAM,0.0
249,277,TIRAM,TIRAM,0.0
250,277,TIRAM,TIRAM,0.0
250,273,TIRAM,TIRAM,0.0
251,283,TIRAM,TIRAM,0.0
251,258,TIRAM,TIRAM,0.0
251,255,TIRAM,TIRAM,0.0
251,257,TIRAM,TIRAM,0.0
251,270,TIRAM,TIRAM,0.0
251,282,TIRAM,TIRAM,0.0
251,281,TIRAM,TIRAM,0.0
251,280,TIRAM,TIRAM,0.0
251,259,TIRAM,TIRAM,0.0
252,257,TIRAM,TIRAM,0.0
252,306,TIRAM,PERMAS,0.6215202836015544
252,320,TIRAM,PERMAS,0.6215202836015544
252,268,TIRAM,TIRAM,0.0
253,266,TIRAM,TIRAM,0.0
253,279,TIRAM,TIRAM,0.0
253,258,TIRAM,TIRAM,0.0
253,333,TIRAM,PERMAS,0.6215202836015544
253,256,TIRAM,TIRAM,0.0
253,265,TIRAM,TIRAM,0.0
254,255,TIRAM,TIRAM,0.0
254,257,TIRAM,TIRAM,0.0
254,268,TIRAM,TIRAM,0.0
254,320,TIRAM,PERMAS,0.6215202836015544
254,307,TIRAM,PERMAS,0.6215202836015544
254,327,TIRAM,PERMAS,0.6215202836015544
255,257,TIRAM,TIRAM,0.0
255,269,TIRAM,TIRAM,0.0
255,278,TIRAM,TIRAM,0.0
255,335,TIRAM,PERMAS,0.6215202836015544
255,327,TIRAM,PERMAS,0.6215202836015544
255,280,TIRAM,TIRAM,0.0
256,333,TIRAM,PERMAS,0.6215202836015544
256,308,TIRAM,PERMAS,0.6215202836015544
256,334,TIRAM,PERMAS,0.6215202836015544
256,335,TIRAM,PERMAS,0.6215202836015544
256,265,TIRAM,TIRAM,0.0
256,269,TIRAM,TIRAM,0.0
256,285,TIRAM,TIRAM,0.0
256,278,TIRAM,TIRAM,0.0
256,259,TIRAM,TIRAM,0.0
257,268,TIRAM,TIRAM,0.0
258,283,TIRAM,TIRAM,0.0
258,260,TIRAM,TIRAM,0.0
258,266,TIRAM,TIRAM,0.0
258,265,TIRAM,TIRAM,0.0
258,270,TIRAM,TIRAM,0.0
258,281,TIRAM,TIRAM,0.0
258,282,TIRAM,TIRAM,0.0
259,280,TIRAM,TIRAM,0.0
259,285,TIRAM,TIRAM,0.0
259,265,TIRAM,TIRAM,0.0
259,281,TIRAM,TIRAM,0.0
260,308,TIRAM,PERMAS,0.6215202836015544
260,279,TIRAM,TIRAM,0.0
260,266,TIRAM,TIRAM,0.0
260,333,TIRAM,PERMAS,0.6215202836015544
261,271,TIRAM,TIRAM,0.0
261,272,TIRAM,TIRAM,0.0
262,284,TIRAM,TIRAM,0.0
262,275,TIRAM,TIRAM,0.0
263,267,TIRAM,TIRAM,0.0
264,274,TIRAM,TIRAM,0.0
264,267,TIRAM,TIRAM,0.0
265,281,TIRAM,TIRAM,0.0
266,279,TIRAM,TIRAM,0.0
267,277,TIRAM,TIRAM,0.0
268,320,TIRAM,PERMAS,0.6215202836015544
269,285,TIRAM,TIRAM,0.0
269,278,TIRAM,TIRAM,0.0
269,280,TIRAM,TIRAM,0.0
270,283,TIRAM,TIRAM,0.0
270,282,TIRAM,TIRAM,0.0
272,276,TIRAM,TIRAM,0.0
272,284,TIRAM,TIRAM,0.0
274,277,TIRAM,TIRAM,0.0
278,335,TIRAM,PERMAS,0.6215202836015544
279,333,TIRAM,PERMAS,0.6215202836015544
280,285,TIRAM,TIRAM,0.0
281,282,TIRAM,TIRAM,0.0
286,331,PERMAS,PERMAS,0.0
286,317,PERMAS,PERMAS,0.0
286,324,PERMAS,PERMAS,0.0
286,288,PERMAS,PERMAS,0.0
287,324,PERMAS,PERMAS,0.0
287,295,PERMAS,PERMAS,0.0
287,314,PERMAS,PERMAS,0.0
288,331,PERMAS,PERMAS,0.0
288,317,PERMAS,PERMAS,0.0
288,290,PERMAS,PERMAS,0.0
289,293,PERMAS,PERMAS,0.0
289,299,PERMAS,PERMAS,0.0
289,331,PERMAS,PERMAS,0.0
289,301,PERMAS,PERMAS,0.0
290,323,PERMAS,PERMAS,0.0
290,295,PERMAS,PERMAS,0.0
290,331,PERMAS,PERMAS,0.0
290,291,PERMAS,PERMAS,0.0
290,316,PERMAS,PERMAS,0.0
290,317,PERMAS,PERMAS,0.0
291,295,PERMAS,PERMAS,0.0
291,316,PERMAS,PERMAS,0.0
291,337,PERMAS,PERMAS,0.0
292,301,PERMAS,PERMAS,0.0
292,297,PERMAS,PERMAS,0.0
292,300,PERMAS,PERMAS,0.0
293,299,PERMAS,PERMAS,0.0
293,331,PERMAS,PERMAS,0.0
293,323,PERMAS,PERMAS,0.0
293,312,PERMAS,PERMAS,0.0
293,294,PERMAS,PERMAS,0.0
293,322,PERMAS,PERMAS,0.0
293,310,PERMAS,PERMAS,0.0
294,312,PERMAS,PERMAS,0.0
294,321,PERMAS,PERMAS,0.0
294,319,PERMAS,PERMAS,0.0
294,322,PERMAS,PERMAS,0.0
294,310,PERMAS,PERMAS,0.0
295,323,PERMAS,PERMAS,0.0
295,524,PERMAS,STULANG,0.8413769502180289
295,523,PERMAS,STULANG,0.8413769502180289
295,516,PERMAS,STULANG,0.8413769502180289
295,314,PERMAS,PERMAS,0.0
295,337,PERMAS,PERMAS,0.0
296,332,PERMAS,PERMAS,0.0
296,325,PERMAS,PERMAS,0.0
296,303,PERMAS,PERMAS,0.0
296,300,PERMAS,PERMAS,0.0
296,318,PERMAS,PERMAS,0.0
297,301,PERMAS,PERMAS,0.0
297,311,PERMAS,PERMAS,0.0
297,300,PERMAS,PERMAS,0.0
298,332,PERMAS,PERMAS,0.0
298,325,PERMAS,PERMAS,0.0
298,307,PERMAS,PERMAS,0.0
298,326,PERMAS,PERMAS,0.0
298,330,PERMAS,PERMAS,0.0
298,309,PERMAS,PERMAS,0.0
299,301,PERMAS,PERMAS,0.0
299,321,PERMAS,PERMAS,0.0
299,312,PERMAS,PERMAS,0.0
300,325,PERMAS,PERMAS,0.0
300,311,PERMAS,PERMAS,0.0
300,318,PERMAS,PERMAS,0.0
300,304,PERMAS,PERMAS,0.0
301,321,PERMAS,PERMAS,0.0
301,303,PERMAS,PERMAS,0.0
301,311,PERMAS,PERMAS,0.0
302,330,PERMAS,PERMAS,0.0
302,332,PERMAS,PERMAS,0.0
302,313,PERMAS,PERMAS,0.0
302,315,PERMAS,PERMAS,0.0
302,328,PERMAS,PERMAS,0.0
302,329,PERMAS,PERMAS,0.0
303,308,PERMAS,PERMAS,0.0
303,321,PERMAS,PERMAS,0.0
303,323,PERMAS,PERMAS,0.0
303,332,PERMAS,PERMAS,0.0
303,338,PERMAS,PERMAS,0.0
303,311,PERMAS,PERMAS,0.0
303,319,PERMAS,PERMAS,0.0
303,305,PERMAS,PERMAS,0.0
303,318,PERMAS,PERMAS,0.0
303,304,PERMAS,PERMAS,0.0
304,311,PERMAS,PERMAS,0.0
304,318,PERMAS,PERMAS,0.0
305,328,PERMAS,PERMAS,0.0
305,336,PERMAS,PERMAS,0.0
305,338,PERMAS,PERMAS,0.0
305,308,PERMAS,PERMAS,0.0
306,320,PERMAS,PERMAS,0.0
306,326,PERMAS,PERMAS,0.0
306,307,PERMAS,PERMAS,0.0
307,326,PERMAS,PERMAS,0.0
307,320,PERMAS,PERMAS,0.0
307,327,PERMAS,PERMAS,0.0
307,309,PERMAS,PERMAS,0.0
308,333,PERMAS,PERMAS,0.0
308,334,PERMAS,PERMAS,0.0
308,328,PERMAS,PERMAS,0.0
309,330,PERMAS,PERMAS,0.0
309,334,PERMAS,PERMAS,0.0
309,327,PERMAS,PERMAS,0.0
310,322,PERMAS,PERMAS,0.0
312,321,PERMAS,PERMAS,0.0
313,336,PERMAS,PERMAS,0.0
313,315,PERMAS,PERMAS,0.0
313,338,PERMAS,PERMAS,0.0
313,329,PERMAS,PERMAS,0.0
314,324,PERMAS,PERMAS,0.0
314,316,PERMAS,PERMAS,0.0
314,337,PERMAS,PERMAS,0.0
315,328,PERMAS,PERMAS,0.0
315,336,PERMAS,PERMAS,0.0
316,317,PERMAS,PERMAS,0.0
316,324,PERMAS,PERMAS,0.0
316,337,PERMAS,PERMAS,0.0
317,324,PERMAS,PERMAS,0.0
319,321,PERMAS,PERMAS,0.0
319,323,PERMAS,PERMAS,0.0
319,322,PERMAS,PERMAS,0.0
322,323,PERMAS,PERMAS,0.0
323,331,PERMAS,PERMAS,0.0
323,523,PERMAS,STULANG,0.8413769502180289
325,332,PERMAS,PERMAS,0.0
327,334,PERMAS,PERMAS,0.0
