node1,node2,node1_region,node2_region,socioeconomic_distance_pca
327,335,PERMAS,PERMAS,0.0
328,336,PERMAS,PERMAS,0.0
328,334,PERMAS,PERMAS,0.0
328,330,PERMAS,PERMAS,0.0
329,338,PERMAS,PERMAS,0.0
329,332,PERMAS,PERMAS,0.0
330,334,PERMAS,PERMAS,0.0
330,332,PERMAS,PERMAS,0.0
332,338,PERMAS,PERMAS,0.0
334,335,PERMAS,PERMAS,0.0
336,338,PERMAS,PERMAS,0.0
339,341,LARKIN,LARKIN,0.0
339,360,LARKIN,LARKIN,0.0
339,361,LARKIN,LARKIN,0.0
339,362,LARKIN,LARKIN,0.0
340,342,LARKIN,LARKIN,0.0
340,355,LARKIN,LARKIN,0.0
341,360,LARKIN,LARKIN,0.0
341,362,LARKIN,LARKIN,0.0
342,427,LARKIN,PERLING,1.0942766498157932
342,345,LARKIN,LARKIN,0.0
342,359,LARKIN,LARKIN,0.0
342,363,LARKIN,LARKIN,0.0
342,355,LARKIN,LARKIN,0.0
343,366,LARKIN,LARKIN,0.0
343,380,LARKIN,PERLING,1.0942766498157932
343,370,LARKIN,LARKIN,0.0
343,349,LARKIN,LARKIN,0.0
343,371,LARKIN,LARKIN,0.0
344,347,LARKIN,LARKIN,0.0
344,353,LARKIN,LARKIN,0.0
344,369,LARKIN,LARKIN,0.0
344,364,LARKIN,LARKIN,0.0
344,348,LARKIN,LARKIN,0.0
344,359,LARKIN,LARKIN,0.0
345,427,LARKIN,PERLING,1.0942766498157932
345,382,LARKIN,PERLING,1.0942766498157932
345,367,LARKIN,LARKIN,0.0
345,424,LARKIN,PERLING,1.0942766498157932
345,355,LARKIN,LARKIN,0.0
345,349,LARKIN,LARKIN,0.0
346,358,LARKIN,LARKIN,0.0
346,347,LARKIN,LARKIN,0.0
346,369,LARKIN,LARKIN,0.0
346,368,LARKIN,LARKIN,0.0
346,350,LARKIN,LARKIN,0.0
347,358,LARKIN,LARKIN,0.0
347,353,LARKIN,LARKIN,0.0
347,369,LARKIN,LARKIN,0.0
348,427,LARKIN,PERLING,1.0942766498157932
348,359,LARKIN,LARKIN,0.0
348,369,LARKIN,LARKIN,0.0
348,372,LARKIN,LARKIN,0.0
348,354,LARKIN,LARKIN,0.0
348,357,LARKIN,LARKIN,0.0
349,367,LARKIN,LARKIN,0.0
349,355,LARKIN,LARKIN,0.0
349,370,LARKIN,LARKIN,0.0
349,371,LARKIN,LARKIN,0.0
350,358,LARKIN,LARKIN,0.0
350,368,LARKIN,LARKIN,0.0
350,352,LARKIN,LARKIN,0.0
350,372,LARKIN,LARKIN,0.0
351,363,LARKIN,LARKIN,0.0
351,356,LARKIN,LARKIN,0.0
351,365,LARKIN,LARKIN,0.0
351,359,LARKIN,LARKIN,0.0
351,360,LARKIN,LARKIN,0.0
352,372,LARKIN,LARKIN,0.0
352,358,LARKIN,LARKIN,0.0
353,364,LARKIN,LARKIN,0.0
353,362,LARKIN,LARKIN,0.0
353,361,LARKIN,LARKIN,0.0
354,369,LARKIN,LARKIN,0.0
354,368,LARKIN,LARKIN,0.0
354,357,LARKIN,LARKIN,0.0
355,366,LARKIN,LARKIN,0.0
355,371,LARKIN,LARKIN,0.0
356,363,LARKIN,LARKIN,0.0
356,359,LARKIN,LARKIN,0.0
357,372,LARKIN,LARKIN,0.0
357,368,LARKIN,LARKIN,0.0
359,427,LARKIN,PERLING,1.0942766498157932
359,365,LARKIN,LARKIN,0.0
359,364,LARKIN,LARKIN,0.0
359,363,LARKIN,LARKIN,0.0
360,364,LARKIN,LARKIN,0.0
360,362,LARKIN,LARKIN,0.0
360,365,LARKIN,LARKIN,0.0
360,363,LARKIN,LARKIN,0.0
361,362,LARKIN,LARKIN,0.0
362,364,LARKIN,LARKIN,0.0
364,365,LARKIN,LARKIN,0.0
366,371,LARKIN,LARKIN,0.0
367,382,LARKIN,PERLING,1.0942766498157932
367,394,LARKIN,PERLING,1.0942766498157932
367,370,LARKIN,LARKIN,0.0
368,369,LARKIN,LARKIN,0.0
368,372,LARKIN,LARKIN,0.0
370,380,LARKIN,PERLING,1.0942766498157932
370,394,LARKIN,PERLING,1.0942766498157932
372,427,LARKIN,PERLING,1.0942766498157932
373,407,PERLING,PERLING,0.0
373,383,PERLING,PERLING,0.0
373,396,PERLING,PERLING,0.0
373,403,PERLING,PERLING,0.0
374,376,PERLING,PERLING,0.0
374,378,PERLING,PERLING,0.0
374,377,PERLING,PERLING,0.0
374,408,PERLING,PERLING,0.0
374,375,PERLING,PERLING,0.0
375,376,PERLING,PERLING,0.0
375,408,PERLING,PERLING,0.0
376,398,PERLING,PERLING,0.0
376,404,PERLING,PERLING,0.0
376,378,PERLING,PERLING,0.0
377,380,PERLING,PERLING,0.0
377,411,PERLING,PERLING,0.0
377,379,PERLING,PERLING,0.0
377,378,PERLING,PERLING,0.0
378,379,PERLING,PERLING,0.0
378,412,PERLING,PERLING,0.0
378,404,PERLING,PERLING,0.0
379,412,PERLING,PERLING,0.0
379,421,PERLING,PERLING,0.0
379,411,PERLING,PERLING,0.0
379,418,PERLING,PERLING,0.0
379,401,PERLING,PERLING,0.0
379,433,PERLING,PERLING,0.0
379,410,PERLING,PERLING,0.0
380,411,PERLING,PERLING,0.0
380,390,PERLING,PERLING,0.0
380,394,PERLING,PERLING,0.0
380,395,PERLING,PERLING,0.0
381,424,PERLING,PERLING,0.0
381,427,PERLING,PERLING,0.0
381,429,PERLING,PERLING,0.0
381,423,PERLING,PERLING,0.0
381,396,PERLING,PERLING,0.0
381,428,PERLING,PERLING,0.0
382,394,PERLING,PERLING,0.0
382,424,PERLING,PERLING,0.0
382,416,PERLING,PERLING,0.0
383,525,PERLING,PERLING,0.0
383,407,PERLING,PERLING,0.0
383,403,PERLING,PERLING,0.0
384,414,PERLING,PERLING,0.0
384,415,PERLING,PERLING,0.0
384,412,PERLING,PERLING,0.0
384,421,PERLING,PERLING,0.0
384,404,PERLING,PERLING,0.0
385,432,PERLING,PERLING,0.0
385,388,PERLING,PERLING,0.0
385,415,PERLING,PERLING,0.0
385,397,PERLING,PERLING,0.0
385,414,PERLING,PERLING,0.0
385,399,PERLING,PERLING,0.0
386,419,PERLING,PERLING,0.0
386,389,PERLING,PERLING,0.0
386,417,PERLING,PERLING,0.0
386,426,PERLING,PERLING,0.0
386,420,PERLING,PERLING,0.0
386,425,PERLING,PERLING,0.0
386,400,PERLING,PERLING,0.0
387,431,PERLING,PERLING,0.0
387,405,PERLING,PERLING,0.0
387,409,PERLING,PERLING,0.0
387,432,PERLING,PERLING,0.0
387,420,PERLING,PERLING,0.0
388,432,PERLING,PERLING,0.0
388,402,PERLING,PERLING,0.0
388,426,PERLING,PERLING,0.0
388,400,PERLING,PERLING,0.0
389,393,PERLING,PERLING,0.0
389,472,PERLING,ISKANDAR PUTERI,1.0768041440227858
389,419,PERLING,PERLING,0.0
389,417,PERLING,PERLING,0.0
390,411,PERLING,PERLING,0.0
390,422,PERLING,PERLING,0.0
390,406,PERLING,PERLING,0.0
390,392,PERLING,PERLING,0.0
390,401,PERLING,PERLING,0.0
390,395,PERLING,PERLING,0.0
391,418,PERLING,PERLING,0.0
391,409,PERLING,PERLING,0.0
391,422,PERLING,PERLING,0.0
391,392,PERLING,PERLING,0.0
391,406,PERLING,PERLING,0.0
391,420,PERLING,PERLING,0.0
392,505,PERLING,ISKANDAR PUTERI,1.0768041440227858
392,472,PERLING,ISKANDAR PUTERI,1.0768041440227858
392,419,PERLING,PERLING,0.0
392,422,PERLING,PERLING,0.0
392,420,PERLING,PERLING,0.0
393,472,PERLING,ISKANDAR PUTERI,1.0768041440227858
393,446,PERLING,ISKANDAR PUTERI,1.0768041440227858
393,444,PERLING,ISKANDAR PUTERI,1.0768041440227858
393,417,PERLING,PERLING,0.0
394,395,PERLING,PERLING,0.0
394,416,PERLING,PERLING,0.0
395,424,PERLING,PERLING,0.0
395,429,PERLING,PERLING,0.0
395,416,PERLING,PERLING,0.0
396,423,PERLING,PERLING,0.0
396,429,PERLING,PERLING,0.0
396,525,PERLING,PERLING,0.0
396,407,PERLING,PERLING,0.0
396,403,PERLING,PERLING,0.0
396,430,PERLING,PERLING,0.0
397,413,PERLING,PERLING,0.0
397,414,PERLING,PERLING,0.0
399,414,PERLING,PERLING,0.0
399,415,PERLING,PERLING,0.0
400,426,PERLING,PERLING,0.0
400,425,PERLING,PERLING,0.0
400,432,PERLING,PERLING,0.0
401,406,PERLING,PERLING,0.0
401,411,PERLING,PERLING,0.0
401,418,PERLING,PERLING,0.0
401,410,PERLING,PERLING,0.0
402,426,PERLING,PERLING,0.0
403,430,PERLING,PERLING,0.0
404,412,PERLING,PERLING,0.0
405,418,PERLING,PERLING,0.0
405,409,PERLING,PERLING,0.0
405,431,PERLING,PERLING,0.0
406,422,PERLING,PERLING,0.0
406,418,PERLING,PERLING,0.0
407,525,PERLING,PERLING,0.0
409,418,PERLING,PERLING,0.0
409,420,PERLING,PERLING,0.0
410,433,PERLING,PERLING,0.0
410,411,PERLING,PERLING,0.0
411,433,PERLING,PERLING,0.0
412,421,PERLING,PERLING,0.0
413,414,PERLING,PERLING,0.0
414,415,PERLING,PERLING,0.0
415,432,PERLING,PERLING,0.0
415,421,PERLING,PERLING,0.0
416,424,PERLING,PERLING,0.0
417,426,PERLING,PERLING,0.0
417,444,PERLING,ISKANDAR PUTERI,1.0768041440227858
418,421,PERLING,PERLING,0.0
418,431,PERLING,PERLING,0.0
419,472,PERLING,ISKANDAR PUTERI,1.0768041440227858
419,420,PERLING,PERLING,0.0
420,432,PERLING,PERLING,0.0
420,425,PERLING,PERLING,0.0
421,431,PERLING,PERLING,0.0
421,432,PERLING,PERLING,0.0
423,428,PERLING,PERLING,0.0
423,430,PERLING,PERLING,0.0
424,427,PERLING,PERLING,0.0
424,429,PERLING,PERLING,0.0
425,432,PERLING,PERLING,0.0
427,428,PERLING,PERLING,0.0
428,430,PERLING,PERLING,0.0
429,525,PERLING,PERLING,0.0
431,432,PERLING,PERLING,0.0
434,439,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
434,436,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
434,435,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
434,478,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
434,461,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
435,436,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
435,478,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
436,463,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
436,454,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
436,441,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
436,455,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
436,487,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
436,480,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
436,464,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
436,440,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
436,461,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
436,438,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
437,462,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
437,515,ISKANDAR PUTERI,KEMPAS,0.9483773493856291
437,454,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
437,463,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
437,488,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
438,503,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
438,470,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
438,515,ISKANDAR PUTERI,KEMPAS,0.9483773493856291
438,479,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
438,461,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
438,463,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
438,481,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
439,470,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
439,479,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
439,461,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
440,480,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
440,441,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
441,490,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
441,442,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
441,455,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
442,443,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
442,445,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
442,490,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
442,495,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
443,445,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
443,514,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
443,484,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
443,444,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
444,446,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
444,484,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
444,471,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
445,514,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
445,458,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
445,494,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
445,495,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
446,472,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
446,514,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
446,484,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
446,471,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
446,477,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
446,447,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
446,469,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
447,514,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
447,469,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
447,492,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
447,501,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
447,476,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
447,448,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
447,482,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
447,507,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
448,501,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
448,491,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
448,497,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
448,449,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
448,507,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
449,513,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
449,489,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
449,452,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
449,497,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
449,457,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
449,496,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
449,482,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
449,507,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
450,504,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
450,505,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
450,502,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
450,498,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
450,451,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
451,508,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
451,460,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
451,504,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
451,475,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
451,498,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
452,453,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
452,491,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
452,513,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
452,512,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
452,497,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
452,493,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
453,491,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
453,493,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
453,509,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
453,502,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
453,501,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
454,462,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
454,486,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
454,499,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
454,463,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
454,464,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
455,466,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
455,465,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
455,490,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
455,487,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
455,456,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
456,466,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
456,490,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
457,489,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
457,496,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
457,468,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
457,506,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
458,514,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
458,494,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
458,474,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
458,467,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
458,496,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
458,468,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
458,485,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
459,460,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
459,520,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
459,521,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
459,513,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
459,519,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
459,522,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
460,518,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
460,512,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
460,511,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
460,475,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
460,520,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
460,513,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
461,479,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
462,486,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
463,488,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
463,481,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
464,487,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
464,500,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
464,499,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
465,500,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
465,466,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
465,487,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
465,483,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
466,490,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
466,495,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
466,517,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
466,483,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
467,514,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
467,496,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
467,482,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
468,496,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
468,506,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
468,485,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
469,477,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
469,476,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
470,515,ISKANDAR PUTERI,KEMPAS,0.9483773493856291
470,479,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
470,503,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
471,484,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
472,505,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
472,502,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
472,509,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
472,477,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
473,495,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
473,494,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
473,517,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
473,483,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
474,494,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
474,489,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
474,506,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
474,485,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
475,498,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
475,511,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
475,510,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
476,492,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
476,477,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
477,509,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
477,492,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
479,503,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
481,488,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
481,515,ISKANDAR PUTERI,KEMPAS,0.9483773493856291
482,514,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
482,496,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
482,507,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
483,517,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
483,489,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
483,494,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
484,514,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
485,506,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
486,500,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
486,499,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
487,500,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
488,515,ISKANDAR PUTERI,KEMPAS,0.9483773493856291
489,494,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
489,506,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
490,495,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
491,497,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
491,501,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
492,509,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
492,501,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
493,512,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
493,502,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
493,498,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
493,510,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
494,495,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
495,517,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
498,502,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
498,510,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
499,500,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
501,509,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
502,505,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
502,509,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
504,505,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
504,508,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
505,508,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
510,512,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
510,511,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
511,512,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
512,513,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
516,524,STULANG,STULANG,0.0
516,523,STULANG,STULANG,0.0
518,522,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
518,520,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
518,519,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
519,520,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
519,521,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
519,522,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
520,521,ISKANDAR PUTERI,ISKANDAR PUTERI,0.0
